"ENSEMBL","SYMBOL","GENENAME","ENTREZID","CHR"
"ENSMUSG00000071552","Tigit","T cell immunoreceptor with Ig and ITIM domains","100043314","16"
"ENSMUSG00000100603","LOC100043315","uncharacterized LOC100043315","100043315","15"
"ENSMUSG00000115527","Gm4355","tubulin, alpha 1B pseudogene","100043317","14"
"ENSMUSG00000096656","Trav12-2","T cell receptor alpha variable 12-2","100043322","14"
"ENSMUSG00000121633","Bnip3l-ps","BCL2/adenovirus E1B interacting protein 3-like, pseudogene","100043324","12"
"ENSMUSG00000078754","Scgb2b3","secretoglobin, family 2B, member 3","100043326","7"
"ENSMUSG00000107383","Gm4366","eukaryotic translation elongation factor 1 gamma pseudogene","100043330","7"
"ENSMUSG00000096140","Ankrd66","ankyrin repeat domain 66","100043332","17"
"ENSMUSG00000101545","Gm4373","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043337","7"
"ENSMUSG00000058443","Rpl10-ps3","ribosomal protein L10, pseudogene 3","100043346","9"
"ENSMUSG00000094326","Gm10045","predicted pseudogene 10045","100043348","17"
"ENSMUSG00000081721","Gm13882","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043349","2"
"ENSMUSG00000116291","Gm4383","high mobility group box 2 pseudogene","100043354","15"
"ENSMUSG00000097952","Gm4398","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043373","7"
"ENSMUSG00000117970","Gm4402","predicted gene 4402","100043380","18"
"ENSMUSG00000078880","Gm14308","predicted gene 14308","100043381","2"
"ENSMUSG00000101486","Gm4405","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043386","7"
"ENSMUSG00000078878","Gm14305","predicted gene 14305","100043387","2"
"ENSMUSG00000080859","Rpl10-ps1","ribosomal protein L10, pseudogene 1","100043391","2"
"ENSMUSG00000106029","Gm4410","ornithine aminotransferase pseudogene","100043393","3"
"ENSMUSG00000078870","Gm14410","predicted gene 14410","100043403","2"
"ENSMUSG00000097055","Gm4419","predicted gene 4419","100043407","12"
"ENSMUSG00000093846","Gm4425","KRAB-domain protein pseudogene","100043416","12"
"ENSMUSG00000074813","Morrbid","myeloid RNA regulator of BCL2L11 induced cell death","100043424","2"
"ENSMUSG00000083915","Gm13932","high mobility group box 2 pseudogene","100043427","2"
"ENSMUSG00000117896","AA387883","expressed sequence AA387883","100043450","19"
"ENSMUSG00000095388","Hsd3b8","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 8","100043456","3"
"ENSMUSG00000090817","Hsd3b9","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 9","100043461","3"
"ENSMUSG00000071497","Nutf2-ps1","nuclear transport factor 2, pseudogene 1","100043462","19"
"ENSMUSG00000100374","Gm4451","predicted gene 4451","100043464","7"
"ENSMUSG00000096910","Zfp955b","zinc finger protein 955B","100043468","17"
"ENSMUSG00000105235","Hcfc1r1-ps1","host cell factor C1 regulator 1 (XPO1-dependent), pseudogene 1","100043471","17"
"ENSMUSG00000096169","Or10h5","olfactory receptor family 10 subfamily H member 5","100043474","17"
"ENSMUSG00000090319","Gm4462","eukaryotic translation elongation factor 1 gamma pseudogene","100043475","16"
"ENSMUSG00000117283","Gm4471","predicted gene 4471","100043485","17"
"ENSMUSG00000097290","1300002E11Rik","RIKEN cDNA 1300002E11 gene","100043489","16"
"ENSMUSG00000090256","Alms1-ps1","ALMS1, centrosome and basal body associated, pseudogene 1","100043493","6"
"ENSMUSG00000066180","Gm10155","ribosomal protein L21 pseudogene","100043495","7"
"ENSMUSG00000089694","Nat8f7","N-acetyltransferase 8 (GCN5-related) family member 7","100043497","6"
"ENSMUSG00000111940","Gm4478","ribosomal protein L21 pseudogene","100043498","10"
"ENSMUSG00000093724","Vmn2r-ps32","vomeronasal 2, receptor, pseudogene 32","100043512","6"
"ENSMUSG00000111952","Gm4489","predicted gene 4489","100043513","10"
"ENSMUSG00000094757","Vmn1r242","vomeronasal 1 receptor 242","100043523","7"
"ENSMUSG00000096386","Vmn1r100","vomeronasal 1 receptor 100","100043536","7"
"ENSMUSG00000083396","Gm15542","DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene","100043546","7"
"ENSMUSG00000112632","Gm4510","predicted gene 4510","100043547","10"
"ENSMUSG00000117112","Gm4512","zinc finger, BED domain containing 4 pseudogene","100043549","17"
"ENSMUSG00000115852","Gm4521","BMP2 inducible kinase pseudogene","100043564","16"
"ENSMUSG00000095190","Gm10668","predicted gene 10668","100043566","7"
"ENSMUSG00000094284","Vmn1r112","vomeronasal 1 receptor 112","100043569","7"
"ENSMUSG00000090257","Gm4524","predicted gene 4524","100043571","16"
"ENSMUSG00000099623","Gm4526","predicted gene 4526","100043574","7"
"ENSMUSG00000109272","Gm4528","chromobox protein homolog 3 pseudogene","100043576","7"
"ENSMUSG00000073377","AU016765","expressed sequence AU016765","100043582","17"
"ENSMUSG00000092072","Gm4540","predicted gene 4540","100043594","3"
"ENSMUSG00000094208","Vmn1r130","vomeronasal 1 receptor 130","100043596","7"
"ENSMUSG00000053877","Srcap","Snf2-related CREBBP activator protein","100043597","7"
"ENSMUSG00000116056","Gm4544","predicted gene 4544","100043600","15"
"ENSMUSG00000074322","Vmn1r132","vomeronasal 1 receptor 132","100043604","7"
"ENSMUSG00000086315","Arl4aos","ADP-ribosylation factor-like 4A, opposite strand","100043606","12"
"ENSMUSG00000074912","Gm14207","predicted gene 14207","100043609","2"
"ENSMUSG00000095962","Vmn1r137","vomeronasal 1 receptor 137","100043614","7"
"ENSMUSG00000090471","Gm4553","predicted gene 4553","100043617","7"
"ENSMUSG00000112553","Gm4556","predicted gene 4556","100043624","10"
"ENSMUSG00000056885","Krtap5-20","keratin associated protein 5-20","100043627","7"
"ENSMUSG00000117078","Gm4561","programmed cell death 2 pseudogene","100043630","17"
"ENSMUSG00000087107","Slfnlnc","schlafen long noncoding RNA","100043636","11"
"ENSMUSG00000109396","Gm4565","predicted gene 4565","100043638","7"
"ENSMUSG00000117199","Gm4566","ubiquitin specific peptidase 16 pseudogene","100043644","17"
"ENSMUSG00000095363","Gm4567","predicted gene 4567","100043645","7"
"ENSMUSG00000058700","Rpl21-ps12","ribosomal protein L21, pseudogene 12","100043646","6"
"ENSMUSG00000098240","Gm4575","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043659","6"
"ENSMUSG00000095683","Gm10662","predicted gene 10662","100043665","7"
"ENSMUSG00000095358","Vmn1r165","vomeronasal 1 receptor 165","100043667","7"
"ENSMUSG00000109270","Gm10584","predicted gene 10584","100043682","7"
"ENSMUSG00000108470","Gm4598","predicted gene 4598","100043706","7"
"ENSMUSG00000117397","Gm4599","SET translocation pseudogene","100043707","17"
"ENSMUSG00000116529","Gm4600","ribosomal protein L9 pseudogene","100043709","16"
"ENSMUSG00000091955","Tmsb10b","thymosin beta 10b","100043712","7"
"ENSMUSG00000091845","Rpl36-ps12","ribosomal protein L36, pseudogene 12","100043718","6"
"ENSMUSG00000107551","Gm4605","translocase of inner mitochondrial membrane 23 homolog pseudogene","100043720","6"
"ENSMUSG00000121689","Gm4606","predicted gene 4606","100043721","14"
"ENSMUSG00000104554","Gm4610","predicted gene 4610","100043726","3"
"ENSMUSG00000075581","Gm16409","ribosomal protein S6 pseudogene","100043734","14"
"ENSMUSG00000095427","Rps2-ps6","ribosomal protein S2, pseudogene 6","100043752","14"
"ENSMUSG00000063556","Gm10132","ribosomal protein L23A pseudogene","100043755","14"
"ENSMUSG00000050600","Zfp831","zinc finger protein 831","100043757","2"
"ENSMUSG00000090093","Gm14399","predicted gene 14399","100043761","2"
"ENSMUSG00000115111","Gm4632","predicted gene 4632","100043765","14"
"ENSMUSG00000096916","Zfp850","zinc finger protein 850","100043772","7"
"ENSMUSG00000062611","Rps3a2","ribosomal protein S3A2","100043780","14"
"ENSMUSG00000105191","Gm4644","predicted gene 4644","100043782","9"
"ENSMUSG00000083689","Gm14094","ribosomal protein L15 pseudogene","100043785","2"
"ENSMUSG00000060377","Rpl36a-ps1","ribosomal protein L36A, pseudogene 1","100043787","14"
"ENSMUSG00000097011","Gm4651","predicted gene 4651","100043793","6"
"ENSMUSG00000098111","Gm4654","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043797","14"
"ENSMUSG00000080932","Gm10224","predicted pseudogene 10224","100043805","6"
"ENSMUSG00000050621","Rps27rt","ribosomal protein S27, retrogene","100043813","9"
"ENSMUSG00000111243","Gm4668","predicted gene 4668","100043817","9"
"ENSMUSG00000086141","9030622O22Rik","RIKEN cDNA 9030622O22 gene","100043820","2"
"ENSMUSG00000101554","Scgb2b1","secretoglobin, family 2B, member 1","100043827","7"
"ENSMUSG00000094053","Scgb2b7","secretoglobin, family 2B, member 7","100043836","7"
"ENSMUSG00000083391","Gm14148","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043839","2"
"ENSMUSG00000082809","Gm14150","tubulin, alpha 1B pseudogene","100043840","2"
"ENSMUSG00000099729","Scgb2b11","secretoglobin, family 2B, member 11","100043842","7"
"ENSMUSG00000081087","Rps15a-ps7","ribosomal protein S15A, pseudogene 7","100043843","2"
"ENSMUSG00000097979","Gm4691","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043853","6"
"ENSMUSG00000100058","Scgb2b18","secretoglobin, family 2B, member 18","100043856","7"
"ENSMUSG00000078753","Scgb1b24","secretoglobin, family 1B, member 24","100043860","7"
"ENSMUSG00000079299","Klrb1","killer cell lectin-like receptor subfamily B member 1","100043861","6"
"ENSMUSG00000083942","Scgb1b26-ps","secretoglobin, family 1B, member 26, pseudogene","100043864","7"
"ENSMUSG00000081768","Gm12755","predicted gene 12755","100043865","7"
"ENSMUSG00000078752","Scgb1b30","secretoglobin, family 1B, member 30","100043868","7"
"ENSMUSG00000117203","Gm4701","predicted gene 4701","100043871","17"
"ENSMUSG00000066543","Rpl17-ps9","ribosomal protein L17, pseudogene 9","100043872","7"
"ENSMUSG00000093686","Gm4705","predicted gene 4705","100043876","17"
"ENSMUSG00000083831","Gm14248","NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8 pseudogene","100043880","2"
"ENSMUSG00000117539","Gm4710","predicted gene 4710","100043885","17"
"ENSMUSG00000078949","R3hdml","R3H domain containing-like","100043899","2"
"ENSMUSG00000093460","Six3os1","SIX homeobox 3, opposite strand 1","100043902","17"
"ENSMUSG00000117524","Gm4719","predicted gene 4719","100043904","17"
"ENSMUSG00000066878","Kpna2rt","karyopherin subunit alpha 2, retrotransposed","100043906","17"
"ENSMUSG00000121504","Ppp4r1l-ps","protein phosphatase 4, regulatory subunit 1-like, pseudogene","100043911","2"
"ENSMUSG00000078898","Zfp968","zinc finger protein 968","100043914","2"
"ENSMUSG00000078897","Gm4724","predicted gene 4724","100043915","2"
"ENSMUSG00000093996","Spata31f1d","spermatogenesis associated 31 subfamily F member 1D","100043920","4"
"ENSMUSG00000096800","Gm4725","RNA binding protein with multiple splicing 2 pseudogene","100043933","X"
"ENSMUSG00000094693","Gm4726","predicted gene 4726","100043934","X"
"ENSMUSG00000081020","Gm14509","zinc finger protein 161 pseudogene","100043940","X"
"ENSMUSG00000086518","Gm14503","zinc finger protein 161 pseudogene","100043942","X"
"ENSMUSG00000080050","Gm14864","zinc finger protein 161 pseudogene","100043943","X"
"ENSMUSG00000087591","Gm14635","predicted gene 14635","100043946","X"
"ENSMUSG00000082680","Gm14885","Ssu72 RNA polymerase II CTD phosphatase homolog pseudogene","100043953","X"
"ENSMUSG00000095193","Gm20939","predicted gene, 20939","100044193","17"
"ENSMUSG00000089736","Tgfbr3l","transforming growth factor, beta receptor III-like","100044509","8"
"ENSMUSG00000099413","Gm17767","predicted gene, 17767","100045066","1"
"ENSMUSG00000110409","Gm9908","predicted gene 9908","100045396","8"
"ENSMUSG00000086496","Gm14204","predicted gene 14204","100045469","2"
"ENSMUSG00000081365","Gm15031","40S ribosomal protein S28 pseudogene","100045676","X"
"ENSMUSG00000110404","Rnf223","ring finger 223","100045778","4"
"ENSMUSG00000071392","Ect2l","epithelial cell transforming sequence 2 oncogene-like","100045792","10"
"ENSMUSG00000081306","Gm15266","predicted gene 15266","100046078","X"
"ENSMUSG00000104031","Gm17771","predicted gene, 17771","100046095","3"
"ENSMUSG00000084383","Gm13370","ribosomal protein L21 pseudogene","100046290","2"
"ENSMUSG00000115626","Gm17772","predicted gene, 17772","100046305","14"
"ENSMUSG00000116255","Gm20564","ribosomal protein S10 pseudogene","100046692","15"
"ENSMUSG00000101154","Gm17777","predicted gene, 17777","100046707","1"
"ENSMUSG00000111431","Gm17779","predicted gene, 17779","100046961","10"
"ENSMUSG00000086645","Gm15743","predicted gene 15743","100047123","16"
"ENSMUSG00000097899","Gm16894","predicted gene, 16894","100047133","1"
"ENSMUSG00000089842","Pitpnm2os2","phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2","100047482","5"
"ENSMUSG00000104261","Gm17781","uncharacterized protein C1orf43 homolog","100047554","1"
"ENSMUSG00000116542","Cd200l2","CD200 molecule like 2","100047671","16"
"ENSMUSG00000116914","Gm20942","predicted gene, 20942","100048007","16"
"ENSMUSG00000111112","Btf3-ps15","basic transcription factor 3, pseudogene 15","100048185","9"
"ENSMUSG00000097987","Gm17786","predicted gene, 17786","100048204","8"
"ENSMUSG00000044948","Cfap43","cilia and flagella associated protein 43","100048534","19"
"ENSMUSG00000098387","Pet117","PET117 homolog","100048644","2"
"ENSMUSG00000070291","Ddx43","DEAD box helicase 43","100048658","9"
"ENSMUSG00000084826","AI847159","expressed sequence AI847159","100048701","2"
"ENSMUSG00000078674","Mup18","major urinary protein 18","100048884","4"
"ENSMUSG00000104663","Gm3203","zinc finger protein 28 pseudogene","100048941","5"
"ENSMUSG00000085918","Gm13032","predicted gene 13032","100049161","4"
"ENSMUSG00000072673","Gm10392","predicted gene 10392","100049168","11"
"ENSMUSG00000077119","Mir741","microRNA 741","100049545","X"
"ENSMUSG00000077127","Mir743","microRNA 743","100049546","X"
"ENSMUSG00000076450","Mir804","microRNA 804","100049547","11"
"ENSMUSG00000077092","Mir742","microRNA 742","100049548","X"
"ENSMUSG00000076338","Mir181d","microRNA 181d","100049549","8"
"ENSMUSG00000077815","Mir290a","microRNA 290a","100049710","7"
"ENSMUSG00000078041","Mir292","microRNA 292","100049711","7"
"ENSMUSG00000077903","Mir294","microRNA 294","100049712","7"
"ENSMUSG00000077886","Mir295","microRNA 295","100049713","7"
"ENSMUSG00000078035","Mir293","microRNA 293","100049714","7"
"ENSMUSG00000078008","Mir291a","microRNA 291a","100049715","7"
"ENSMUSG00000091736","Yy2","Yy2 transcription factor","100073351","X"
"ENSMUSG00000107456","Gm10400","predicted gene 10400","100093700","6"
"ENSMUSG00000084967","Gm12296","predicted gene 12296","100093714","11"
"ENSMUSG00000111329","A830035O19Rik","RIKEN cDNA A830035O19 gene","100101457","9"
"ENSMUSG00000094792","Trav10d","T cell receptor alpha variable 10D","100101486","14"
"ENSMUSG00000104714","Trav5d-2","T cell receptor alpha variable 5D-2","100101488","14"
"ENSMUSG00000105953","Trav15d-2-dv6d-2","T cell receptor alpha variable 15D-2-DV6D-2","100101491","14"
"ENSMUSG00000079108","Srp54c","signal recognition particle 54C","100101806","12"
"ENSMUSG00000094103","Fam177a2","family with sequence similarity 177 member A2","100101807","12"
"ENSMUSG00000101337","Dnah7c","dynein, axonemal, heavy chain 7C","100101919","1"
"ENSMUSG00000105380","Trav12-4","T cell receptor alpha variable 12-4","100101936","14"
"ENSMUSG00000086858","Trav20","T cell receptor alpha variable 20","100101939","14"
"ENSMUSG00000076863","Trav21-dv12","T cell receptor alpha variable 21-DV12","100101940","14"
"ENSMUSG00000104650","Trav22","T cell receptor alpha variable 22","100101941","14"
"ENSMUSG00000076865","Trdv2-1","T cell receptor delta variable 2-1","100101942","14"
"ENSMUSG00000093413","Snora15","small nucleolar RNA, H/ACA box 15","100113364","5"
"ENSMUSG00000121607","Nlgn4l","neuroligin 4-like","100113365","X"
"ENSMUSG00000095521","Astx5","amplified spermatogenic transcripts X encoded 5","100113394","X"
"ENSMUSG00000074412","Gm10689","predicted gene 10689","100113396","8"
"ENSMUSG00000113640","Adat3","adenosine deaminase, tRNA-specific 3","100113398","10"
"ENSMUSG00000094562","Trav13-4-dv7","T cell receptor alpha variable 13-4-DV7","100113412","14"
"ENSMUSG00000095126","Trav6-7-dv9","T cell receptor alpha variable 6-7-DV9","100113413","14"
"ENSMUSG00000096096","Trav4-4-dv10","T cell receptor alpha variable 4-4-DV10","100113414","14"
"ENSMUSG00000106289","Trav23","T cell receptor alpha variable 23","100113481","14"
"ENSMUSG00000105823","Trdv3","T cell receptor delta variable 3","100114900","14"
"ENSMUSG00000076867","Trdv4","T cell receptor delta variable 4","100114901","14"
"ENSMUSG00000096749","Trdd1","T cell receptor delta diversity 1","100114902","14"
"ENSMUSG00000096176","Trdd2","T cell receptor delta diversity 2","100114904","14"
"ENSMUSG00000076870","Trdj1","T cell receptor delta joining 1","100115376","14"
"ENSMUSG00000076871","Trdj2","T cell receptor delta joining 2","100118398","14"
"ENSMUSG00000090574","Traj61","T cell receptor alpha joining 61","100124287","14"
"ENSMUSG00000090782","Traj60","T cell receptor alpha joining 60","100124288","14"
"ENSMUSG00000076874","Traj59","T cell receptor alpha joining 59","100124293","14"
"ENSMUSG00000076875","Traj58","T cell receptor alpha joining 58","100124294","14"
"ENSMUSG00000076876","Traj57","T cell receptor alpha joining 57","100124295","14"
"ENSMUSG00000076877","Traj56","T cell receptor alpha joining 56","100124296","14"
"ENSMUSG00000091005","Traj55","T cell receptor alpha joining 55","100124297","14"
"ENSMUSG00000091326","Traj54","T cell receptor alpha joining 54","100124333","14"
"ENSMUSG00000076878","Traj53","T cell receptor alpha joining 53","100124335","14"
"ENSMUSG00000076879","Traj52","T cell receptor alpha joining 52","100124336","14"
"ENSMUSG00000076880","Traj51","T cell receptor alpha joining 51","100124337","14"
"ENSMUSG00000076881","Traj50","T cell receptor alpha joining 50","100124338","14"
"ENSMUSG00000076882","Traj49","T cell receptor alpha joining 49","100124339","14"
"ENSMUSG00000076883","Traj48","T cell receptor alpha joining 48","100124340","14"
"ENSMUSG00000105216","Traj47","T cell receptor alpha joining 47","100124341","14"
"ENSMUSG00000076884","Traj46","T cell receptor alpha joining 46","100124342","14"
"ENSMUSG00000076885","Traj45","T cell receptor alpha joining 45","100124343","14"
"ENSMUSG00000076886","Traj44","T cell receptor alpha joining 44","100124344","14"
"ENSMUSG00000076887","Traj43","T cell receptor alpha joining 43","100124345","14"
